2025-09-01 23:39:27,216 - ProximalNewtonLBFGS: lam=80, memory=5, n_grid=200, basis_order=0, n_samples=3200, K=3201
2025-09-01 23:39:47,696 - Iter 720: obj=-4573.827003, change=1.85e-05, α=1.000, ‖θ[1:]‖₁=9.658, γ=262373.081, num_knots=226
2025-09-01 23:39:48,003 - Iter 730: obj=-4573.937602, change=3.37e-04, α=1.000, ‖θ[1:]‖₁=9.660, γ=8760.418, num_knots=226
2025-09-01 23:39:48,306 - Iter 740: obj=-4574.351145, change=1.87e-04, α=1.000, ‖θ[1:]‖₁=9.664, γ=18276.203, num_knots=224
2025-09-01 23:39:48,664 - Iter 750: obj=-4574.770684, change=4.74e-05, α=1.000, ‖θ[1:]‖₁=9.668, γ=84251.248, num_knots=222
2025-09-01 23:39:49,004 - Iter 760: obj=-4574.871271, change=7.25e-05, α=1.000, ‖θ[1:]‖₁=9.670, γ=56293.636, num_knots=219
2025-09-01 23:39:49,312 - Iter 770: obj=-4575.413944, change=9.09e-06, α=1.000, ‖θ[1:]‖₁=9.677, γ=559559.359, num_knots=216
2025-09-01 23:39:49,691 - Iter 780: obj=-4575.429797, change=1.35e-05, α=1.000, ‖θ[1:]‖₁=9.677, γ=364511.941, num_knots=216
2025-09-01 23:39:50,008 - Iter 790: obj=-4575.459921, change=3.86e-05, α=1.000, ‖θ[1:]‖₁=9.677, γ=110325.061, num_knots=216
2025-09-01 23:39:50,430 - Iter 800: obj=-4575.796975, change=1.68e-05, α=1.000, ‖θ[1:]‖₁=9.682, γ=293951.619, num_knots=215
2025-09-01 23:39:50,852 - Iter 810: obj=-4575.842809, change=9.86e-05, α=1.000, ‖θ[1:]‖₁=9.683, γ=31435.494, num_knots=215
2025-09-01 23:39:51,243 - Iter 820: obj=-4576.066759, change=3.23e-05, α=1.000, ‖θ[1:]‖₁=9.686, γ=131862.112, num_knots=212
2025-09-01 23:39:51,624 - Iter 830: obj=-4576.220355, change=1.30e-04, α=1.000, ‖θ[1:]‖₁=9.689, γ=260327.509, num_knots=207
2025-09-01 23:39:51,935 - Iter 840: obj=-4576.288693, change=8.31e-05, α=1.000, ‖θ[1:]‖₁=9.690, γ=42088.934, num_knots=206
2025-09-01 23:39:52,237 - Iter 850: obj=-4576.472025, change=3.85e-05, α=1.000, ‖θ[1:]‖₁=9.693, γ=100958.818, num_knots=206
2025-09-01 23:39:52,539 - Iter 860: obj=-4576.750293, change=5.37e-04, α=1.000, ‖θ[1:]‖₁=9.696, γ=60584.027, num_knots=203
2025-09-01 23:39:52,848 - Iter 870: obj=-4577.024135, change=2.60e-04, α=1.000, ‖θ[1:]‖₁=9.700, γ=9549.356, num_knots=200
2025-09-01 23:39:53,141 - Iter 880: obj=-4577.247188, change=1.69e-05, α=1.000, ‖θ[1:]‖₁=9.702, γ=247040.385, num_knots=198
